symbol,name,exchange
^NQBRIC4000CAD,NASDAQ BRIC Health Care CAD Ind,
^NQBRIC2000CADT,NASDAQ BRIC Inds CAD TR Index,
ISEE.SA,ISUSTENTABIL,SAO
WIBRA4000.FGI,,
^NQBR5000CADT,NASDAQ Brazil Cnsmr Svcs CAD TR,
^NQBRIC4000LM,NASDAQ BRIC Health Care Large M,
^NQUSL5373AUDN,NQ US Lg Cap Broadline Rtlrs AU,
^NQUSS5553JPY,NQ US Sm Cap Broadcasting & Ent,
^NQBRIC9000LMEUR,NASDAQ BRIC Tech Large Mid Cap,
^NQBR1000AUD,NASDAQ Brazil Basic Matls AUD I,
^NQBRIC4000CADT,NASDAQ BRIC Health Care CAD TR,
^NQBRIC9000LMN,NASDAQ BRIC Tech Large Mid Cap,
^NQBR1000LM,NASDAQ Brazil Basic Matls Large,
^NQUSM5553GBPT,NQ US Md Cap Broadcasting & Ent,
WIBRA9000.L,,
^RUFBRNEU,Russell Fundamental Brazil Net,WCB
^NQUSB5553LMCADN,NQ US Broadcasting & Ent Lg Md,
^B50RUE,Dow Jones BRIC Russia 5 Index (,DJI
^NQBR3000GBPN,NASDAQ Brazil Cnsmr Goods GBP N,
^SPGBR2L,S&P GSCI Brent Crude 2X Leverag,SNP
^NQBR3000CADN,NASDAQ Brazil Cnsmr Goods CAD N,
^NQUSM5553,NQ US Md Cap Broadcasting & Ent,
^RGBRT,Russell Brazil Total Return,WCB
^DWBRDT,^DWBRDT,
^NQBR1000CADN,NASDAQ Brazil Basic Matls CAD N,
^NQBR6000CADN,NASDAQ Brazil Telecom CAD NTR I,
^NQBRLMCAD,NASDAQ Brazil Large Mid Cap CAD,
^NQBRICLMJPYN,NASDAQ BRIC Large Mid Cap JPY N,
^NQBRICT,NASDAQ BRIC Index,
^DJBGIA,Dow Jones Brookfield Global Inf,DJI
^NQBR7000LMBRLN,NASDAQ Brazil Utilities Lg Md C,
^NQBRSC,The NASDAQ Brazil Small Cap Ind,
^NQBR1000LMGBPT,NASDAQ Brazil Basic Matls Lg Md,
^NQBR7000N,The NASDAQ Brazil Utilities Ind,
^RBRCUSD,Russell BRIC,WCB
WIBRA7530.L,,
^NQBR2000LMAUDN,NASDAQ Brazil Inds Large Mid Ca,
^NQUSB5553LMEURN,NQ US Broadcasting & Ent Lg Md,
^DJBPIET,Dow Jones Brookfield Asia-Pacif,DJI
^NQBRIC4000AUDT,NASDAQ BRIC Health Care AUD TR,
^NQBRICEURN,NASDAQ BRIC EUR NTR Index,
^DJBGCLCT,Dow Jones Brookfield Global Inf,DJI
^MSEGBTPB,Morningstar Brazil Target Momen,SNP
^NQBR4000GBPN,NASDAQ Brazil Health Care GBP N,
^NQBRIC2000AUDN,NASDAQ BRIC Inds AUD NTR Index,
BRICUL3X.FGI,FTSE BRIC 50 3x Daily Leveraged,FGI
^NQUSB5553LMEURT,NQ US Broadcasting & Ent Lg Md,
^NQBRIC6000LMGBP,NASDAQ BRIC Telecom Large Mid C,
^NQBR5000LMJPYN,NASDAQ Brazil Cnsmr Svcs Lg Md,
^DJBGICA,Dow Jones Brookfield Global Inf,DJI
^NQBRIC8000T,The NASDAQ BRIC Financials Inde,
WIBRA3760.FGI,,
^NQBR1000GBP,NASDAQ Brazil Basic Matls GBP I,
^NQBRIC2000AUDT,NASDAQ BRIC Inds AUD TR Index,
^NQBR5000AUDT,NASDAQ Brazil Cnsmr Svcs AUD TR,
^NQBRBRLN,NASDAQ Brazil BRL NTR Index,
^NQBRIC6000EURN,NASDAQ BRIC Telecom EUR NTR Ind,
^NQBRJPY,NASDAQ Brazil JPY Index,
^NQUSL5373CADT,NQ US Lg Cap Broadline Rtlrs CA,
^NQBR4000EUR,NASDAQ Brazil Health Care EUR I,
C5373P.SW,C5373P.SW,EBS
^NQBRIC5000EUR,NASDAQ BRIC Cnsmr Svcs EUR Inde,
^NQBR7000CADT,NASDAQ Brazil Utilities CAD TR,
^NQBR3000EUR,NASDAQ Brazil Cnsmr Goods EUR I,
^NQUSM5553CADN,NQ US Md Cap Broadcasting & Ent,
^DJBGICCT,Dow Jones Brookfield Global Inf,DJI
^NQBR5000LMN,NASDAQ Brazil Cnsmr Svcs Large,
^NQBRIC3000JPY,NASDAQ BRIC Cnsmr Goods JPY Ind,
^NQBRIC2000LMEURN,NASDAQ BRIC Inds Large Mid Cap,
^NQBRIC9000CADN,NASDAQ BRIC Tech CAD NTR Index,
^NQBRIC7000LMJPYT,NASDAQ BRIC Utilities Large Mid,
^NQBR4000EURN,NASDAQ Brazil Health Care EUR N,
^NQBRICN,NASDAQ BRIC Index,
^NQBR1000LMCAD,NASDAQ Brazil Basic Matls Lg Md,
^NQBRIC7000LMEURT,NASDAQ BRIC Utilities Large Mid,
^NQBRIC2000LMEUR,NASDAQ BRIC Inds Large Mid Cap,
3BU0.DE,DAXGL BRSRT EU P,GER
^NQBRMCCAD,NASDAQ Brazil Mid Cap CAD Index,
WIBRA3530.L,,
^NQBRLMAUDN,NASDAQ Brazil Large Mid Cap AUD,
^RUFBRTRJ,Russell Fundamental Brazil Tota,WCB
^NQBR4000AUDT,NASDAQ Brazil Health Care AUD T,
^NQBRIC7000GBPN,NASDAQ BRIC Utilities GBP NTR I,
^NQBRIC6000LMT,NASDAQ BRIC Telecom Large Mid C,
^NQBR3000LMBRL,NASDAQ Brazil Cnsmr Goods Lg Md,
WIBRA5370.FGI,,
^NQBR6000AUDT,NASDAQ Brazil Telecom AUD TR In,
^NQBR2000N,The NASDAQ Brazil Industrials I,
^NQBR2000BRLT,NASDAQ Brazil Inds BRL TR Index,
^NQBRIC1000LMCADT,NASDAQ BRIC Basic Matls Lg Md C,
^NQBRLCAUD,NASDAQ Brazil Large Cap AUD Ind,
^NQBRICLMEURN,NASDAQ BRIC Large Mid Cap EUR N,
^NQBR3000T,The NASDAQ Brazil Consumer Good,
WIBRA.FGI,FTSE Brazil Index,FGI
^BRIC50R,Dow Jones BRIC 50 Total Return,DJI
^NQBRLCEUR,NASDAQ Brazil Large Cap EUR Ind,
^NQBR5000LMEURT,NASDAQ Brazil Cnsmr Svcs Lg Md,
^N50DMPR,Goldman Sachs BRICs Nifty 50 De,SNP
^NQUSM5553JPYT,NQ US Md Cap Broadcasting & Ent,
^NQBRLMBRL,NASDAQ Brazil Large Mid Cap BRL,
^TPBRICUT,^TPBRICUT,SNP
^DEFIBZCI,Defined Brazil Index,SNP
^NQBRSCJPYT,NASDAQ Brazil Small Cap JPY TR,
^NQBR5000LMAUD,NASDAQ Brazil Cnsmr Svcs Lg Md,
^NQBRIC9000AUDN,NASDAQ BRIC Tech AUD NTR Index,
^NQUSM5553EURN,NQ US Md Cap Broadcasting & Ent,
WIBRA6570.FGI,,
^DJCIBR,Dow Jones Commodity Index Brent,DJI
^NQBRIC7000LMT,NASDAQ BRIC Utilities Large Mid,
^NQBRIC1000LMAUD,NASDAQ BRIC Basic Matls Lg Md C,
WIBRA7570.L,,
^NQUSB5553EUR,NQ US Bnchmk Broadcasting & Ent,
^B50DRR,Dow Jones BRIC 50 DR Total Retu,DJI
^NQBRIC5000GBPN,NASDAQ BRIC Cnsmr Svcs GBP NTR,
^NQBRIC2000LMCADT,NASDAQ BRIC Inds Large Mid Cap,
^RUFBRTRG,Russell Fundamental Brazil Tota,WCB
^NQBR7000LMBRLT,NASDAQ Brazil Utilities Lg Md C,
^NQBR8000LMCADT,NASDAQ Brazil Financials Lg Md,
^NQBRLMGBPN,NASDAQ Brazil Large Mid Cap GBP,
D4OP.DE,INAV CS MSCI BR GBP,GER
WIBRA6530.FGI,,
^NQUSS5373JPY,NQ US Sm Cap Broadline Rtlrs JP,
^NQBRIC1000,The NASDAQ BRIC Basic Materials,
^NQBRLCAUDT,NASDAQ Brazil Large Cap AUD TR,
^NQBRMCBRLT,NASDAQ Brazil Mid Cap BRL TR In,
^NQBRIC4000LMCADN,NASDAQ BRIC Health Care Lg Md C,
^NQBRIC7000T,The NASDAQ BRIC Utilities Index,
^NQCI2HCBTR,NASDAQ Commodity 2nd Hold Brent,
^NQBRLMN,NASDAQ Brazil Large Mid Cap NTR,
^NQBR8000LMAUDN,NASDAQ Brazil Financials Lg Md,
^NQBRIC1000LMAUDT,NASDAQ BRIC Basic Matls Lg Md C,
WIBRA5750.FGI,,
^NQBRIC5000LMCADT,NASDAQ BRIC Cnsmr Svcs Large Mi,
^NQBRIC7000LM,NASDAQ BRIC Utilities Large Mid,
^SPGBR2LT,S&P GSCI Brent Crude 2X Leverag,SNP
^NQBR3000,The NASDAQ Brazil Consumer Good,
^NQUSM5373AUDN,NQ US Md Cap Broadline Rtlrs AU,
^NQBRLMJPYT,NASDAQ Brazil Large Mid Cap JPY,
^NQBR5000LMGBPN,NASDAQ Brazil Cnsmr Svcs Lg Md,
SBOXBB.SG,,
^NQBRIC3000LMT,NASDAQ BRIC Cnsmr Goods Large M,
^NQBRMCT,The NASDAQ Brazil Mid Cap Index,
11545774.SG,,
^NQBR8000LMAUD,NASDAQ Brazil Financials Lg Md,
WIBRA1770.FGI,,
^DJBWRET,Dow Jones Brookfield Water Infr,DJI
^DJBGMLP,Dow Jones Brookfield Global Inf,DJI
^NQUSB5373LMAUD,NQ US Broadline Rtlrs Large Mi,
^NQBR7000JPYT,NASDAQ Brazil Utilities JPY TR,
^SP600-40203020,S&P 600 Investment Banking & Br,SNP
^NQUSS5553CAD,NQ US Sm Cap Broadcasting & Ent,
FRBRIC.FGI,,
^NQBRIC1000LMEUR,NASDAQ BRIC Basic Matls Lg Md C,
^NQUSL5373AUDT,NQ US Lg Cap Broadline Rtlrs AU,
^NQCI2CBER,NASDAQ Commodity 2nd Front Bren,
^NQBR2000LMAUDT,NASDAQ Brazil Inds Large Mid Ca,
^NQUSM5373JPY,NQ US Md Cap Broadline Rtlrs JP,
^NQUSM5553EURT,NQ US Md Cap Broadcasting & Ent,
^NQBRIC3000LMJPYN,NASDAQ BRIC Cnsmr Goods Lg Md C,
^DJBPIE,Dow Jones Brookfield Asia-Pacif,DJI
WIBRA7530.FGI,,
^DJBGIYCT,Dow Jones Brookfield Global Inf,DJI
WIBRA8770.L,,
^NQBRIC2000LMGBP,NASDAQ BRIC Inds Large Mid Cap,
^B50RUR,Dow Jones BRIC Russia 5 Total R,DJI
^NQUSS5373N,NQ US Sm Cap Broadline Rtlrs In,
^MSBRUSDP,Morningstar Brazil Index PR USD,SNP
^NQBRIC7000JPYT,NASDAQ BRIC Utilities JPY TR In,
^NQBR4000EURT,NASDAQ Brazil Health Care EUR T,
^NQBR5000EUR,NASDAQ Brazil Cnsmr Svcs EUR In,
^NQBRIC5000LMEUR,NASDAQ BRIC Cnsmr Svcs Large Mi,
^NQBRIC5000EURT,NASDAQ BRIC Cnsmr Svcs EUR TR I,
^DJBGIYE,Dow Jones Brookfield Global Inf,DJI
^NQBRMCJPYT,NASDAQ Brazil Mid Cap JPY TR In,
^NQBRIC5000CADT,NASDAQ BRIC Cnsmr Svcs CAD TR I,
^DJBTRLCT,Dow Jones Brookfield Toll Roads,DJI
^NQBRIC1000N,The NASDAQ BRIC Basic Materials,
^NQBR2000LMBRLT,NASDAQ Brazil Inds Large Mid Ca,
^NQBRIC9000EURT,NASDAQ BRIC Tech EUR TR Index,
^NQBRIC9000GBPT,NASDAQ BRIC Tech GBP TR Index,
^IPXUBRIC,IPOX BRIC 25 Index (USD) (P),SNP
^NQBRIC7000JPY,NASDAQ BRIC Utilities JPY Index,
^NQUSL5373JPY,NQ US Lg Cap Broadline Rtlrs JP,
^NQUSL5553CADN,NQ US Lg Cap Broadcasting & Ent,
^NQBRICLMEURT,NASDAQ BRIC Large Mid Cap EUR T,
^NQCICBTR,NASDAQ Commodity Brent Crude In,
^NQBRIC8000LMJPYT,NASDAQ BRIC Financials Large Mi,
^NQBRSCJPYN,NASDAQ Brazil Small Cap JPY NTR,
^NQBRIC5000LMEURT,NASDAQ BRIC Cnsmr Svcs Large Mi,
^NQBR3000GBPT,NASDAQ Brazil Cnsmr Goods GBP T,
^NQUSS5553GBP,NQ US Sm Cap Broadcasting & Ent,
^NQBR6000JPY,NASDAQ Brazil Telecom JPY Index,
^NQBR8000LMJPY,NASDAQ Brazil Financials Lg Md,
^NQBRIC0001GBPN,NASDAQ BRIC Oil & Gas GBP NTR I,
^SP400-40301010,S&P 400 Insurance Brokers (Sub,SNP
^NQBRIC0001CADN,NASDAQ BRIC Oil & Gas CAD NTR I,
^NQUSB5373JPYN,NQ US Bnchmk Broadline Rtlrs JP,
^NQBR5000LMCAD,NASDAQ Brazil Cnsmr Svcs Lg Md,
WIBRA3000.FGI,,
^N50EMTR,Goldman Sachs BRICs Nifty 50 Em,SNP
^NQBR2000T,The NASDAQ Brazil Industrials I,
^NQUSS5553EURT,NQ US Sm Cap Broadcasting & Ent,
^DJBPIT,Dow Jones Brookfield Asia-Pacif,DJI
^NQBRLM,NASDAQ Brazil Large Mid Cap Ind,
^NQBRIC1000EUR,NASDAQ BRIC Basic Matls EUR Ind,
^NQBRIC5000LMCAD,NASDAQ BRIC Cnsmr Svcs Large Mi,
^NQBRIC2000GBPT,NASDAQ BRIC Inds GBP TR Index,
^NQBRIC4000LMEURT,NASDAQ BRIC Health Care Lg Md C,
^NQUSB5373AUD,NQ US Bnchmk Broadline Rtlrs AU,
^NQCI3HCBTR,NASDAQ Commodity 3rd Hold Brent,
C5373T.SW,C5373T.SW,EBS
^NQUSB5553GBPT,NQ US Bnchmk Broadcasting & Ent,
^NQBRIC9000LMGBPN,NASDAQ BRIC Tech Large Mid Cap,
^PMBI,^PMBI,NYS
^NQBR8000AUDT,NASDAQ Brazil Financials AUD TR,
^NQBRIC6000JPYN,NASDAQ BRIC Telecom JPY NTR Ind,
^BRIC50T,Dow Jones BRIC 50 Total Return,DJI
^NQBR5000LMBRLN,NASDAQ Brazil Cnsmr Svcs Lg Md,
^DJBXI,Dow Jones Brookfield Global ex,DJI
^DJBGIET,Dow Jones Brookfield Global Inf,DJI
WIBRA7570.FGI,,
^NQBRIC4000EURT,NASDAQ BRIC Health Care EUR TR,
^NQBR2000LMJPYT,NASDAQ Brazil Inds Large Mid Ca,
^NQBR1000JPYT,NASDAQ Brazil Basic Matls JPY T,
WIBRA8350.FGI,,
WIBRA6530.L,,
^NQBR6000BRLT,NASDAQ Brazil Telecom BRL TR In,
^NQBRIC5000CADN,NASDAQ BRIC Cnsmr Svcs CAD NTR,
^NQBR0001AUD,NASDAQ Brazil Oil & Gas AUD Ind,
WIBRA8630.FGI,,
^NQBRIC4000LMN,NASDAQ BRIC Health Care Large M,
^NQBRIC3000GBPN,NASDAQ BRIC Cnsmr Goods GBP NTR,
^NQUSM5373GBP,NQ US Md Cap Broadline Rtlrs GB,
^NQBRIC8000LM,NASDAQ BRIC Financials Large Mi,
^NQBRIC6000LMEURT,NASDAQ BRIC Telecom Large Mid C,
^NQBR3000LMAUDN,NASDAQ Brazil Cnsmr Goods Lg Md,
^NQBR1000LMEUR,NASDAQ Brazil Basic Matls Lg Md,
^NQBR4000CADT,NASDAQ Brazil Health Care CAD T,
^NQBR7000T,The NASDAQ Brazil Utilities Ind,
^NQBRMC,The NASDAQ Brazil Mid Cap Index,
^NQBRIC0001LMAUD,NASDAQ BRIC Oil & Gas Large Mid,
^NQBR1000EURN,NASDAQ Brazil Basic Matls EUR N,
^NQBRIC7000JPYN,NASDAQ BRIC Utilities JPY NTR I,
^DJBPR,Dow Jones Brookfield Ports Infr,DJI
^NQBR4000N,The NASDAQ Brazil Health Care I,
^NQBR3000N,The NASDAQ Brazil Consumer Good,
^NQBR1000LMT,NASDAQ Brazil Basic Matls Large,
^NQBR0001BRL,NASDAQ Brazil Oil & Gas BRL Ind,
^NQBRMCAUD,NASDAQ Brazil Mid Cap AUD Index,
^NQUSB5553JPYT,NQ US Bnchmk Broadcasting & Ent,
^NQBR2000LM,NASDAQ Brazil Inds Large Mid Ca,
^NQCIS3CBER,NASDAQ Commodity 3x Inverse Bre,
^NQBRIC2000LMAUD,NASDAQ BRIC Inds Large Mid Cap,
^NQUSM5373T,NQ US Md Cap Broadline Rtlrs In,
^NQBR8000,The NASDAQ Brazil Financials In,
^NQUSB5373CAD,NQ US Bnchmk Broadline Rtlrs CA,
^DJBXIET,Dow Jones Brookfield Global ex,DJI
^BRB,ISE FX BRAZILIAN REAL,
^NQUSB5553EURT,NQ US Bnchmk Broadcasting & Ent,
^NQBRMCCADT,NASDAQ Brazil Mid Cap CAD TR In,
^NQUSB5553T,NQ US Bnchmk Broadcasting & Ent,
^NQBRIC4000JPYN,NASDAQ BRIC Health Care JPY NTR,
^NQBR7000LMJPYN,NASDAQ Brazil Utilities Lg Md C,
^NQBRMCAUDN,NASDAQ Brazil Mid Cap AUD NTR I,
WIBRA2770.FGI,,
^NQUSM5553T,NQ US Md Cap Broadcasting & Ent,
^DJBGMLPT,Dow Jones Brookfield Global Inf,DJI
^NQBRIC9000EURN,NASDAQ BRIC Tech EUR NTR Index,
^NQBRIC7000EURT,NASDAQ BRIC Utilities EUR TR In,
^NQBRIC1000GBPN,NASDAQ BRIC Basic Matls GBP NTR,
WIBRAG.L,,
^RUFBRNGB,Russell Fundamental Brazil Net,WCB
^NQBRICLMCADN,NASDAQ BRIC Large Mid Cap CAD N,
^NQBRIC7000LMGBP,NASDAQ BRIC Utilities Large Mid,
^NQBR3000LMAUDT,NASDAQ Brazil Cnsmr Goods Lg Md,
^NQBR8000LMEURN,NASDAQ Brazil Financials Lg Md,
^NQUSM5553JPYN,NQ US Md Cap Broadcasting & Ent,
^DJBWRT,Dow Jones Brookfield Water Infr,DJI
^NQBRIC2000EURT,NASDAQ BRIC Inds EUR TR Index,
^NQBR2000AUDN,NASDAQ Brazil Inds AUD NTR Inde,
^NQBRIC5000LMGBPN,NASDAQ BRIC Cnsmr Svcs Large Mi,
UDY2.DE,INAV CS BRAZIL EUR,GER
^RBRCTRUSD,Russell BRIC Total Return,WCB
^NQBRIC7000LMAUDT,NASDAQ BRIC Utilities Large Mid,
^NQBRLCN,The NASDAQ Brazil Large Cap Ind,
^NQBRIC7000CADN,NASDAQ BRIC Utilities CAD NTR I,
^NQBRIC9000LMGBP,NASDAQ BRIC Tech Large Mid Cap,
^MSBRBRLP,Morningstar Brazil Index PR BRL,SNP
23532584.SG,,
^NQUSM5373JPYN,NQ US Md Cap Broadline Rtlrs JP,
^B50INR,Dow Jones BRIC India 15 Total R,DJI
^NQBRICJPY,NASDAQ BRIC JPY Index,
^NQBR1000JPY,NASDAQ Brazil Basic Matls JPY I,
^NQBR4000JPYT,NASDAQ Brazil Health Care JPY T,
^DJBEIT,Dow Jones Brookfield Europe Inf,DJI
^NQBRICLMAUDT,NASDAQ BRIC Large Mid Cap AUD T,
^NQUSL5373EURN,NQ US Lg Cap Broadline Rtlrs EU,
^NQBRIC9000LMJPY,NASDAQ BRIC Tech Large Mid Cap,
^NQBR5000LMAUDT,NASDAQ Brazil Cnsmr Svcs Lg Md,
^NQBR4000,The NASDAQ Brazil Health Care I,
^DJMENABT,Dow Jones MENA Broad Stock Mark,DJI
^NQBRIC1000LMEURT,NASDAQ BRIC Basic Matls Lg Md C,
^NQBRIC6000LMCADT,NASDAQ BRIC Telecom Large Mid C,
^NQUSS5553T,NQ US Sm Cap Broadcasting & Ent,
^NQBRAUDT,NASDAQ Brazil AUD TR Index,
^NQBR1000LMGBPN,NASDAQ Brazil Basic Matls Lg Md,
^NQBRIC1000LMAUDN,NASDAQ BRIC Basic Matls Lg Md C,
^NQUSB5553AUDN,NQ US Bnchmk Broadcasting & Ent,
^NQBRIC3000LM,NASDAQ BRIC Cnsmr Goods Large M,
^DJBGIYC,Dow Jones Brookfield Global Inf,DJI
^DJBGIYET,Dow Jones Brookfield Global Inf,DJI
^NQUSS5553,NQ US Sm Cap Broadcasting & Ent,
^NQBRSCEUR,NASDAQ Brazil Small Cap EUR Ind,
^NQBRIC4000T,The NASDAQ BRIC Health Care Ind,
^NQBRIC8000LMT,NASDAQ BRIC Financials Large Mi,
^NQBR1000GBPT,NASDAQ Brazil Basic Matls GBP T,
^NQBRIC8000LMJPYN,NASDAQ BRIC Financials Large Mi,
^NQBRMCEUR,NASDAQ Brazil Mid Cap EUR Index,
^NQBRIC3000LMGBPN,NASDAQ BRIC Cnsmr Goods Lg Md C,
^NQBR7000LM,NASDAQ Brazil Utilities Large M,
^DJBTRET,Dow Jones Brookfield Toll Roads,DJI
^NQUSL5553EURT,NQ US Lg Cap Broadcasting & Ent,
^NQBRICLMJPY,NASDAQ BRIC Large Mid Cap JPY I,
^NQBRAUD,NASDAQ Brazil AUD Index,
^NQUSM5553GBP,NQ US Md Cap Broadcasting & Ent,
^NQBRIC7000LMJPYN,NASDAQ BRIC Utilities Large Mid,
^DJBIEME,Dow Jones Brookfield Emerging M,DJI
^NQBRLMCADT,NASDAQ Brazil Large Mid Cap CAD,
^NQBR5000GBPN,NASDAQ Brazil Cnsmr Svcs GBP NT,
^NQBR1000LMBRL,NASDAQ Brazil Basic Matls Lg Md,
WIBRA2350.L,,
^DJBTDE,Dow Jones Brookfield Electricit,DJI
^NQUSS5553JPYT,NQ US Sm Cap Broadcasting & Ent,
BRICUL2X.FGI,FTSE BRIC 50 2x Daily Super Lev,FGI
^NQBRLCBRLT,NASDAQ Brazil Large Cap BRL TR,
^NQBR3000AUDT,NASDAQ Brazil Cnsmr Goods AUD T,
^NQBR5000LMGBP,NASDAQ Brazil Cnsmr Svcs Lg Md,
^NQBRIC6000LMAUDN,NASDAQ BRIC Telecom Large Mid C,
^NQBR5000T,The NASDAQ Brazil Consumer Serv,
WIBRA5000.FGI,,
^NQBRIC6000AUDN,NASDAQ BRIC Telecom AUD NTR Ind,
^SPBCRST,^SPBCRST,SNP
^NQBR3000LMEURT,NASDAQ Brazil Cnsmr Goods Lg Md,
^NQBR3000AUDN,NASDAQ Brazil Cnsmr Goods AUD N,
^NQBR7000LMBRL,NASDAQ Brazil Utilities Lg Md C,
^NQBRLCCADN,NASDAQ Brazil Large Cap CAD NTR,
^NQBRIC5000AUDN,NASDAQ BRIC Cnsmr Svcs AUD NTR,
^NQUSS5553EURN,NQ US Sm Cap Broadcasting & Ent,
^NQBRIC3000LMAUDN,NASDAQ BRIC Cnsmr Goods Lg Md C,
INXBR.NX,,
^NQBRIC,The NASDAQ BRIC Indexed,
^NQBR2000CADT,NASDAQ Brazil Inds CAD TR Index,
^NQBRIC8000,The NASDAQ BRIC Financials Inde,
^B5RDRD,Dow Jones BRIC Russia 5 DR Inde,DJI
^NQBR1000LMBRLT,NASDAQ Brazil Basic Matls Lg Md,
^NQBRIC4000LMJPY,NASDAQ BRIC Health Care Lg Md C,
^NQBRIC1000LMJPY,NASDAQ BRIC Basic Matls Lg Md C,
^NQBR2000EURT,NASDAQ Brazil Inds EUR TR Index,
^NQBRIC6000GBPN,NASDAQ BRIC Telecom GBP NTR Ind,
^NQBRIC3000EURT,NASDAQ BRIC Cnsmr Goods EUR TR,
^NQUSL5373GBPT,NQ US Lg Cap Broadline Rtlrs GB,
^NQUSB5553LMEUR,NQ US Broadcasting & Ent Lg Md,
^NQBRIC3000LMGBP,NASDAQ BRIC Cnsmr Goods Lg Md C,
^NQBRMCGBPN,NASDAQ Brazil Mid Cap GBP NTR I,
^NQUSL5373CAD,NQ US Lg Cap Broadline Rtlrs CA,
^NQBR2000BRL,NASDAQ Brazil Inds BRL Index,
^NQBRICJPYT,NASDAQ BRIC JPY TR Index,
^NQBRIC4000LMAUDT,NASDAQ BRIC Health Care Lg Md C,
^NQUSS5373CADT,NQ US Sm Cap Broadline Rtlrs CA,
^NQBRMCN,The NASDAQ Brazil Mid Cap Index,
^DACA,The NASDAQ Broad Canadian Divid,
^DJBGICUT,Dow Jones Brookfield Global Inf,DJI
^NQBRIC9000JPYT,NASDAQ BRIC Tech JPY TR Index,
^NQBR5000LMCADT,NASDAQ Brazil Cnsmr Svcs Lg Md,
^NQBR3000LMT,NASDAQ Brazil Cnsmr Goods Large,
^DJBGIC,Dow Jones Brookfield Global Inf,DJI
^NQBR1000T,The NASDAQ Brazil Basic Materia,
^NQBRIC1000CADN,NASDAQ BRIC Basic Matls CAD NTR,
^NQUSB5553LMT,NQ US Broadcasting & Ent Large,
^NQBR6000BRL,NASDAQ Brazil Telecom BRL Index,
^YHOH828,^YHOH828,
^DJBTDT,Dow Jones Brookfield Electricit,DJI
^NQUSB5553LMN,NQ US Broadcasting & Ent Large,
^NQBRIC8000EUR,NASDAQ BRIC Financials EUR Inde,
^NQBRLMJPY,NASDAQ Brazil Large Mid Cap JPY,
^NQUSB5373LMCAD,NQ US Broadline Rtlrs Large Mi,
^DJBEIE,Dow Jones Brookfield Europe Inf,DJI
^NQBRIC8000LMEUR,NASDAQ BRIC Financials Large Mi,
^DJBDV,Dow Jones Brookfield Diversifie,DJI
^NQBR5000LMJPYT,NASDAQ Brazil Cnsmr Svcs Lg Md,
^NQBR2000LMGBPN,NASDAQ Brazil Inds Large Mid Ca,
^DJBGIYAT,Dow Jones Brookfield Global Inf,DJI
^NQBRIC4000GBP,NASDAQ BRIC Health Care GBP Ind,
^NQBR8000LMN,NASDAQ Brazil Financials Large,
^NQBR1000,The NASDAQ Brazil Basic Materia,
^NQBRIC1000LMT,NASDAQ BRIC Basic Matls Large M,
^NQBRIC1000AUDT,NASDAQ BRIC Basic Matls AUD TR,
^SGESBRTR,S&P GSCI Brent Crude Enhanced T,SNP
^NQBR5000EURN,NASDAQ Brazil Cnsmr Svcs EUR NT,
^NQBR7000LMJPYT,NASDAQ Brazil Utilities Lg Md C,
^DW25,Dow Jones U.S. Broad Stock Mark,DJI
^NQBRIC0001LMN,NASDAQ BRIC Oil & Gas Large Mid,
^NQBRIC2000GBP,NASDAQ BRIC Inds GBP Index,
^NQBRIC4000LMEURN,NASDAQ BRIC Health Care Lg Md C,
^NQBRIC4000LMJPYN,NASDAQ BRIC Health Care Lg Md C,
^DWBRD,^DWBRD,DJI
^NQBRIC5000GBPT,NASDAQ BRIC Cnsmr Svcs GBP TR I,
^NQBRLCJPY,NASDAQ Brazil Large Cap JPY Ind,
^NQBR3000CAD,NASDAQ Brazil Cnsmr Goods CAD I,
^NQBRIC5000LMAUDN,NASDAQ BRIC Cnsmr Svcs Large Mi,
^DJBGICC,Dow Jones Brookfield Global Inf,DJI
^SPGBR2LP,S&P GSCI Brent Crude 2X Leverag,SNP
^NQBRSCAUDN,NASDAQ Brazil Small Cap AUD NTR,
^B50INE,Dow Jones BRIC India 15 Index (,DJI
^NQUSS5373EURN,NQ US Sm Cap Broadline Rtlrs EU,
^NQBR7000LMAUDT,NASDAQ Brazil Utilities Lg Md C,
^NQBRIC9000LMEURN,NASDAQ BRIC Tech Large Mid Cap,
^NQBR6000T,NASDAQ Brazil Telecom TR Index,
^NQBRLCEURN,NASDAQ Brazil Large Cap EUR NTR,
^NQBRIC3000LMAUD,NASDAQ BRIC Cnsmr Goods Lg Md C,
^NQBRIC4000AUDN,NASDAQ BRIC Health Care AUD NTR,
^NQUSS5373GBPN,NQ US Sm Cap Broadline Rtlrs GB,
^NQBRIC1000EURN,NASDAQ BRIC Basic Matls EUR NTR,
^NQBRIC6000AUD,NASDAQ BRIC Telecom AUD Index,
WIBRA2730.L,,
^NQBRIC8000JPYT,NASDAQ BRIC Financials JPY TR I,
^DJUSIB,Dow Jones U.S. Insurance Broker,DJI
^NQBRIC3000LMEURT,NASDAQ BRIC Cnsmr Goods Lg Md C,
^B50BRR,Dow Jones BRIC Brazil 15 Total,DJI
^NQBRJPYN,NASDAQ Brazil JPY NTR Index,
^NQUSB5373LMAUDT,NQ US Broadline Rtlrs Large Mi,
^NQBRIC6000LMCAD,NASDAQ BRIC Telecom Large Mid C,
