symbol,name,exchange
Q4M.Z,STXE TM IND. MET. RE EUR,ZRH
INC53.PA,AMUNDI C53 INAV,PAR
ILUXU.PA,AMUNDI LUXU INAV,PAR
IPSMI.PA,,
IIGSG.PA,,
BEGF.BR,,
LC100.AS,LC 100 EUROPE,AMS
INC5L.NX,,
SGO5L.NX,,
BELSG.BR,BEL SMALL GR,BRU
INEEB.PA,,
INCAS.PA,ETFS CASH INAV,PAR
CA12S.PA,CAC 40 X 12 SH GR,PAR
IESD.NX,,
INIBZ.PA,,
^DJTSQUT,Dow Jones U.S. Thematic Short Q,DJI
INHEU.PA,HSBC HEU INAV,PAR
Q01D.Z,STXAM6IGS USD NR,ZRH
ICEUM.NX,,
INMAL.NX,,
INLQD.PA,,
AAXG.AS,AEX ALL-SHARE GR,AMS
CACLN.NX,,
IIFRB.NX,,
Q7R.Z,STXETMGER EUR P,ZRH
AMXNR.NX,,
INIEA.NX,,
^RURHRLQ,^RURHRLQ,WCB
IJGBS.NX,,
Q0G.Z,STXE6CNS EUR NR,ZRH
Q0K.Z,STXETMCNG USD P,ZRH
BEBMP.NX,,
Q01B.Z,STX AM600 I.G.+SER.PR USD,ZRH
ISGQE.PA,LYXOR SGQE INAV,PAR
INCME.PA,,
Q09A.Z,STXAM6TEL USD P,ZRH
IULVO.PA,,
PSI3L.NX,,
SXKPDQ.Z,,
ICEUM.PA,,
IPMEH.NX,,
^WTGDGH,WisdomTree Global Hedged Qualit,SNP
^QWLD-IV,SPDR MSCI World StrategicFactor,NYSE
ISMRT.PA,AMUNDI SMRT INAV,PAR
ALASI.PA,ALTERNEXT ALLSHARE,PAR
^STRQINTR,Strata Quant Industrials Index,NYS
INIBZ.NX,,
31562004.SG,,
INCI3.PA,AMUNDI CI3 INAV,PAR
ICMEX.NX,,
INMTD.NX,,
INC10.PA,AMUNDI C10 INAV,PAR
Q2P.Z,STXETMRTL EURP,ZRH
INCD6.NX,,
QD7I.DE,INAVDBDJEUST501CSE,GER
ITGBT.PA,,
NLCMW.PA,EN MILLING WHEAT,PAR
BEFPR.BR,,
IAGEB.NX,,
INC13.NX,,
Q00K.Z,STXAM6BNK USD NR,ZRH
AEX4L.NX,,
INHEU.NX,,
Q20.Z,STXE EXUK TM P+H.G.RE USD,ZRH
INISV.PA,,
PTTLP.LS,PSI TELECOM,LIS
IPNRJ.PA,LYXOR PNRJ INAV,PAR
Q93.Z,STXE TM BIOTECH PR USD,ZRH
Q09K.Z,STX AM600 UTIL. RE USD,ZRH
Q7V.Z,ESTXTMGER EUR P,ZRH
INAPD.PA,,
IULVX.NX,,
IMSED.NX,,
BEPBP.BR,,
AEXEG.AS,AEX EQUAL W GR,AMS
ICBU7.NX,,
INIEA.PA,,
INCIN.PA,AMUNDI CIN INAV,PAR
IAGEB.PA,AMUNDI AGEB INAV,PAR
IHCAN.NX,,
NLPBG.AS,,
Q2B.Z,ESTXP&H USD NR,ZRH
Q00G.Z,STX AM600 AUT.+PTS.RE USD,ZRH
QD7Q.DE,INAVDBSHDAXD1CSE,GER
IMF13.PA,,
NLFPG.AS,,
INAUC.NX,,
CACEW.PA,CAC 40 EQUAL WEIGH,PAR
ENVON.AS,EN VIGEO EUR120 NR,AMS
ALASN.PA,ALTERNEXT ALL-S NR,PAR
PAX.NX,,
INC4S.PA,AMUNDI C4S INAV,PAR
CAC6L.NX,,
ICOSW.NX,,
IAFRN.NX,,
INDLB.PA,LYXOR DLB INAV,PAR
Q16.Z,ESTXT&L USD P,ZRH
BERS.BR,,
IEMEO.PA,SPDR EMEO INAV,PAR
FMQA.EX,,
INEEW.PA,,
IHLTU.NX,,
NLCG.AS,AEX CONSUMER GOODS,AMS
24982937.SG,,
Q02.Z,ESTXTMCNG EUR NR,ZRH
BEMEP.NX,,
BECM.BR,,
NAOIN.NX,,
^QTLC.QA,QE Telecoms Index,DOH
QLGC.L,,
Q017.Z,STX AM600 TECHN. PR USD,ZRH
NEIBN.LS,IBERIAN IDX NR,LIS
SXXPDQ.Z,,
^DJTLQU,Dow Jones U.S. Thematic Long Qu,DJI
INFXC.PA,,
INPEU.PA,PWSHARES PEU INAV,PAR
INU11.PA,,
ICP9U.NX,,
N100G.NX,,
INLQD.NX,,
NLSSG.AS,,
CACLR.PA,CAC LOW RISK,PAR
NLRIG.AS,,
ISGQU.NX,,
ICOSU.PA,,
ESIEM.AS,ESI EXC EUROPE VM,AMS
INTNO.NX,,
ININS.PA,LYXOR INS INAV,PAR
FRTL.PA,,
FRTHF.PA,,
CACS.NX,,
^SGEPQCBU,SGI US Quality Carry Index,SNP
INCG1.NX,,
IUSAG.PA,SPDR USAG INAV,PAR
BECSP.BR,BEL CONS SERV,BRU
Q0X.Z,ESTXCNS USD P,ZRH
ALO3L.PA,ALO3L INDEX,PAR
^QGEM-IV,^QGEM-IV,SNP
INIS2.PA,,
INTMX.NX,,
Q8F.Z,STX400RETAIL USD PR,ZRH
NLRIG.NX,,
ICBE0.NX,,
INCM9.PA,AMUNDI CM9 INAV,PAR
IAUKD.PA,,
INLEM.PA,LYXOR LEM INAV,PAR
FRPB.PA,,
NLGF.AS,,
^QEFA-SO,SPDR MSCI EAFE StrategicFactors,NYSE
IPMSW.NX,,
Q4H.Z,STXE TM HH GOODS RE.EUR,ZRH
CACLV.PA,CAC40 LEVERAGE,PAR
ICMIB.NX,,
PSI3L.LS,PSI 20 X3 LEVERAGE,LIS
INWAT.PA,LYXOR WAT INAV,PAR
INEIA.NX,,
Q09B.Z,STXAM6TEL EUR NR,ZRH
BEMED.NX,,
FRGWN.PA,,
SXTEDQ.Z,,
QD7K.DE,INAVDBMSCIEU 1CSE,GER
IVAUS.PA,,
FRTEN.PA,CAC TELECOM NR,PAR
INIL2.PA,,
ESIEU.NX,,
IINDS.NX,,
Q49.Z,STXE TM O.EQ.S.+DI.PR EUR,ZRH
FRRE.PA,,
IMA13.PA,LYXOR MA13 INAV,PAR
ITNOW.PA,LYXOR TNOW INAV,PAR
CACMD.NX,,
INETZ.NX,,
BETEL.BR,BEL TELECOM NR,BRU
Q2L.Z,STXETMP&H USDP,ZRH
Q5M.Z,STXETMSWS EUR P,ZRH
AEX7S.NX,,
INCE8.PA,AMUNDI CE8 INAV,PAR
INMDA.PA,LYXOR MDA INAV,PAR
IVUSA.NX,,
AEXSH.AS,AEX SHORT GR,AMS
INSEL.NX,,
INXBR.PA,,
IPSRW.PA,PWSHARES PSRW INAV,PAR
FTE5L.NX,,
INISM.PA,EasyETF ISM Inav,PAR
FRBMN.NX,,
Q2N.Z,STXETMP&H USDNR,ZRH
IPJPN.PA,LYXOR PJPN INAV,PAR
INPIO.NX,,
AEXTL.AS,AEX TR LEVERAGE,AMS
INCST.NX,,
23243723.SG,,
Q12.Z,STXE600 EXUK RETAI.PR EUR,ZRH
BEBMP.BR,BEL BASIC MATER,BRU
PTCSP.LS,PSI CONSUMER SERV.,LIS
IPEAP.NX,,
INTSX.PA,LYXOR TSX INAV,PAR
QD7R.DE,I.DBXT.ESTX50 S.D.1C SK,GER
Q4B.Z,STXE TM H.C.EQU+SE.PR EUR,ZRH
INCMU.PA,AMUNDI CMU INAV,PAR
INISG.NX,,
IVJPN.NX,,
ICSUK.NX,,
^STRQCDTR,Strata Quant Consumer Discretio,NYS
IMATW.PA,LYXOR MATW INAV,PAR
INXAS.PA,,
^NTQX,NASDAQ Q 50 Total Return,
INCEC.PA,LYXOR CEC INAV,PAR
INEET.NX,,
INGRE.NX,,
AMX3L.NX,,
IETUR.NX,LYXOR ETUR,ENX
ICSKR.NX,,
IAASU.PA,AMUNDI AASU INAV,PAR
INC8R.NX,,
LVX.NX,,
Q1B.Z,STXNDTMCNG USD NR,ZRH
BEFIP.NX,,
BEPB.NX,,
INWLD.NX,,
NLCOR.NX,,
INIEM.NX,,
^QGLDITR,Credit Suisse NASDAQ Gold FLOWS,
NLGFG.NX,,
IDESE.NX,,
21771234.NX,,
INXJP.NX,,
QD77.DE,INAV DBXT S+P 2XINV D.GBP,GER
IVWRL.PA,VANG VWRL INAV,PAR
SIICN.NX,,
CACTL.PA,CAC LEVERAGE NR,PAR
INIJA.PA,ISHARES IJPA INAV,PAR
CAC5S.NX,,
IIESE.PA,,
IPMEM.NX,,
IFINU.NX,,
Q92.Z,STXE TM BIOTECH PR EUR,ZRH
Q7Y.Z,ESTXTMGER USD NR,ZRH
INCC1.NX,,
^STRQENTR,Strata Quant Energy Index (TR),NYS
IIWDE.NX,,
Q01J.Z,STX AM600 MEDIA PR EUR,ZRH
^QWLD-NV,SPDR MSCI World StrategicFactor,NYSE
UG3L.PA,UG3L INDEX,PAR
INLVE.PA,LYXOR LVE INAV,PAR
FRGR.PA,,
IHMLA.NX,,
Q44.Z,STXETMNLI USD NR,ZRH
Q7T.Z,STXETMGER EUR NR,ZRH
Q54.Z,ESTX TM GAS WT PR.USD,ZRH
PTUT.NX,,
^QERI.QA,QE Al Rayan Islamic Index,DOH
Q0N.Z,STXETMCNS EUR P,ZRH
IEMLD.PA,SPDR EMLD INAV,PAR
FRCS.PA,CAC CONSUMER SERV.,PAR
IAM3A.PA,AMUNDI AM3A INAV,PAR
Q2M.Z,STXE TM PE.+HH.GDS.RE EUR,ZRH
IINLD.NX,,
^QEFA-NV,SPDR MSCI EAFE StrategicFactors,NYSE
ICESL.NX,,
INPRV.PA,,
INIEE.PA,,
Q2A.Z,ESTXP&H EUR NR,ZRH
INEUX.PA,,
INRUS.NX,,
Q63.Z,ESTXTMO&G EUR NR,ZRH
IEUXF.PA,,
INZ4L.PA,COMSTAGE Z4L INAV,PAR
31556819.SG,,
INTRV.NX,,
IAEEM.PA,AMUNDI AEEM INAV,PAR
Q48.Z,STXETMO&GP USD NR,ZRH
NLCOR.PA,,
INCEU.PA,AMUNDI CEU INAV,PAR
INEXC.PA,,
Q57.Z,ESTXTMGEF EUR P,ZRH
INUS7.PA,AMUNDI US7 INAV,PAR
BEPB.BR,,
INHBZ.PA,HSBC HBZ INAV,PAR
AEXLR.NX,,
^DWQAD,^DWQAD,DJI
INMTB.PA,LYXOR MTB INAV,PAR
INAPX.PA,LYXOR APX INAV,PAR
IDSU2.PA,LYXOR DSUS INAVUSD,PAR
IPXMI.NX,,
INCLE.PA,,
Q04.Z,ESTXTMCNS EUR P,ZRH
FRIN.NX,,
INX40.PA,,
INCI6.NX,,
INCF1.NX,,
Q07.Z,ESTXTMCNS USD NR,ZRH
FRHES.PA,,
INCE8.NX,,
IFINW.NX,,
INCD5.PA,AMUNDI CD5 INAV,PAR
INMTF.NX,,
Q3K.Z,STXNDTMT&L EURNR,ZRH
IIEGA.NX,,
IPBSX.NX,,
IAASI.PA,AMUNDI AASI INAV,PAR
^DWQA,^DWQA,
IPMGT.NX,,
Q14.Z,STXE6XUKRTL EURNR,ZRH
IJGB2.NX,,
NLHC.NX,,
ICODW.PA,LYXOR CODW INAV,PAR
ENVEO.AS,EN VIGEO EUR 120,AMS
FRHGN.PA,,
ICMEX.PA,CS ETF CMEX INAV,PAR
FRMED.PA,,
NLPBG.NX,,
IPHSI.PA,LYXOR PHSI INAV,PAR
Q01C.Z,STX AM600 I.G.+SER.RE EUR,ZRH
Q51.Z,ESTXTMF&D EUR NR,ZRH
28186470.NX,,
Q4N.Z,STXE TM IND. MET. RE USD,ZRH
Q01Z.Z,STXAM6REE EUR NR,ZRH
Q2Y.Z,STXEXUKTMP&H USDP,ZRH
ICSRU.NX,,
BNP3L.NX,,
INIAX.PA,,
INAEJ.PA,LYXOR AEJ INAV,PAR
ALASG.PA,ALTERNEXT ALL-S GR,PAR
^QSIUST,QSI Total Return Index,SNP
Q5R.Z,STXE TECH.HARD.EQ.PR EUR,ZRH
Q2G.Z,STXETMT&L USDP,ZRH
INCN1.NX,,
ALASG.NX,,
INMIB.NX,,
IMIDE.PA,,
INDL2.NX,,
Q004.Z,STX AM600 FD.+BEV.PR USD,ZRH
INIAS.NX,,
INZ4S.PA,COMSTAGE Z4S INAV,PAR
ILEMB.PA,LYXOR LEMB INAV,PAR
PSINR.LS,PSI 20 NR,LIS
NLPB.NX,,
INECB.NX,,
Q7L.Z,ESTXTMSWS USD NR,ZRH
FTE3L.PA,ORA3L INDEX,PAR
INUSA.NX,,
INCJ1.PA,AMUNDI CJ1 INAV,PAR
INXJP.PA,,
BEIN.BR,BEL INDUSTRIALS NR,BRU
INHTR.PA,HSBC HTR INAV,PAR
SXDEDQ.Z,,
ICSX5.NX,,
PTINP.NX,,
INRUA.NX,,
INAU2.PA,LYXOR AU2 INAV,PAR
Q00D.Z,STXAM6A&P EUR P,ZRH
ITSWE.PA,THINKCAP TSWE INAV,PAR
ILQDH.PA,ISHARES LQDH INAV,PAR
INIFE.PA,,
Q29.Z,ESTXTMP&H EUR P,ZRH
INIDY.PA,,
FRCGN.NX,,
AMX4S.AS,,
REITN.AS,REIT EUROPE NR,AMS
^QSLVOTR,Credit Suisse NASDAQ Silver FLO,
ICU2U.PA,AMUNDI CU2U INAV,PAR
BEBEV.NX,,
NLBM.NX,,
INHLT.NX,,
INCD5.NX,,
INDAI.PA,,
QMID.FGI,,
PTCMP.LS,,
UG2L.NX,,
PTCM.LS,,
Q79.Z,STX400TRV&LSRUSDRT,ZRH
INRAI.PA,,
Q33.Z,STXETMGEF EUR P,ZRH
ESIEN.AS,ESI EXC EUROPE NR,AMS
^QREA.QA,QE Real Estate Index,DOH
INBRE.PA,LYXOR BRE INAV,PAR
ITEET.PA,THINKCAP TEET INAV,PAR
INCH5.PA,AMUNDI CH5 INAV,PAR
BELXB.NX,,
ININS.NX,,
Q67.Z,ESTXTMOIE EUR NR,ZRH
PTCGP.NX,,
ISMAE.NX,,
Q7U.Z,STXETMGER USD NR,ZRH
IPSPX.PA,COMSTAGE PSPX INAV,PAR
INMTX.PA,LYXOR MTX INAV,PAR
IAUKD.NX,,
INSYA.PA,EASYETF SYA INAV,PAR
IALAT.PA,AMUNDI ALAT INAV,PAR
AEXEW.NX,,
INHSI.NX,,
INC3M.PA,AMUNDI C3M INAV,PAR
AMX4L.AS,,
ICSEM.NX,,
AEX7S.AS,AEX X7 SHORT GR,AMS
Q6A.Z,ESTX TM GEN.FIN. RE.USD,ZRH
INETI.NX,,
INASI.NX,,
INJPN.PA,Lyxor UCITS ETF Japan (TOPIX),PAR
INEGZ.PA,,
INWDP.PA,,
DQAT.FGI,FTSE NASDAQ Dubai Qatar 10 Inde,FGI
INLVD.NX,,
^QSLVOD,Credit Suisse NASDAQ Silver FLO,
INTSX.NX,,
INXLA.NX,,
Q1X.Z,STXE600 EXUK TR+LE.RE USD,ZRH
IMI10.PA,LYXOR MI10 INAV,PAR
BNP5L.PA,BNP5L INDEX,PAR
ITNOA.NX,,
Q4L.Z,STXETMINM USD P,ZRH
Q6J.Z,ESTXTMHEE USD NR,ZRH
Q0Y.Z,ESTXCNS EUR NR,ZRH
CACEG.PA,CAC 40 EQUAL W GR,PAR
IIBEL.NX,,
INVAL.NX,,
CA3L.NX,,
^FDAQVY5H,FTSE Developed Asia Pacific Qua,NYS
CAC2S.PA,CAC 40 X2 SHORT GR,PAR
AEX7L.AS,AEX X7 LEVERAGE NR,AMS
FRFPN.PA,,
IUS13.NX,,
IPRUA.NX,,
INIDY.NX,,
FRFIN.NX,,
INAHJ.PA,,
Q1U.Z,STXE600 EXUK TR+LE.PR EUR,ZRH
NLCMG.NX,,
IPKRW.NX,,
^QQV,^QQV,NYS
INDS2.NX,,
^QNET,NASDAQ Internet,
^RURHILQN,^RURHILQN,WCB
AMXGR.NX,,
PTINP.LS,PSI INDUSTRIALS,LIS
ICSKR.PA,CS ETF CSKR INAV,PAR
IX13G.NX,,
31562011.SG,,
IYIEL.NX,,
BEL3S.BR,BEL 20 X3 SHORT GR,BRU
INHLT.PA,LYXOR HLT INAV,PAR
AMX5L.AS,,
Q00N.Z,STXAM6BAR EUR NR,ZRH
FRPGN.PA,,
INEEE.PA,EASYETF EEE INAV,PAR
ISMAE.PA,LYXOR SMAE INAV,PAR
INMMS.PA,LYXOR MMS INAV,PAR
PAXNR.NX,,
INNTM.PA,,
BELTL.BR,BEL 20 TR LEVERAGE,BRU
INAGM.PA,,
ENVEN.NX,,
BELSH.NX,,
QD70.DE,INAV DBXT S+P 2XINV.D.EUR,GER
CAC7S.NX,,
Q73.Z,STXE TM INTERNET PR USD,ZRH
NIFTYQUALITY30.NS,NIFTY QUALITY 30,NSE
ICEMU.PA,CS ETF CEMU INAV,PAR
FTE5L.PA,ORA5L INDEX,PAR
BEUT.NX,,
PTBMP.NX,,
INSU3.NX,,
INLVE.NX,,
CALRN.NX,,
IIWDE.PA,,
Q5X.Z,ESTXTMETE EUR NR,ZRH
IISJP.PA,ISHARES ISJP INAV,PAR
Q0H.Z,STXE6CNS USD NR,ZRH
FRRSN.PA,,
IPDXS.PA,COMSTAGE PDXS INAV,PAR
Q3X.Z,STXETMF&D EUR NR,ZRH
INFMI.PA,AMUNDI FMI INAV,PAR
IJPNH.NX,,
FRTLN.PA,,
IPJPN.NX,,
IDLVX.AS,,
^RURHXLQT,^RURHXLQT,WCB
VK3L.PA,VK3L INDEX,PAR
NLEI.AS,,
INEBZ.PA,AMUNDI EBZ INAV,PAR
BERE.NX,,
NLRE.NX,,
VFTSE.AS,FTSE100 VOLAT.INDX,AMS
Q014.Z,STX AM600 RETAIL RE EUR,ZRH
Q17.Z,ESTXT&L EUR NR,ZRH
Q00H.Z,STXAM6BNK EUR P,ZRH
INERE.NX,,
AEXLV.NX,,
IIMIE.NX,,
ISDHY.PA,ISHARES SDHY INAV,PAR
NLSCG.NX,,
IVEUR.PA,VANG VEUR INAV,PAR
NLMB.NX,,
Q2C.Z,ESTXRTL USD P,ZRH
IEMIM.PA,ISHARES EMIM INAV,PAR
Q002.Z,STXAM6FIN USD NR,ZRH
IAHYE.NX,,
IPDJI.PA,COMSTAGE PDJI INAV,PAR
Q6Q.Z,ESTX TM IND.MT.PR.USD,ZRH
23243726.SG,,
^QINS.QA,QE Insurance Index,DOH
Q013.Z,STX AM600 RETAIL PR USD,ZRH
^DWQAT,^DWQAT,
IBNKE.NX,,
INCNB.PA,LYXOR CNB INAV,PAR
INIS2.NX,,
NLSS.NX,,
BEL3L.NX,,
PTCG.NX,,
Q00P.Z,STXAM6BAR USD NR,ZRH
CACMN.NX,,
INIAG.NX,,
FRHC.PA,CAC HEALTH CARE,PAR
QD7Z.DE,INAVDBMSCIBRA1CSE,GER
^NTIQDDYNTR,Northern Trust International Qu,NYS
11542269.SG,,
IVUSA.PA,VANG VUSA INAV,PAR
NLCSG.AS,AEX CONS SERV GR,AMS
IPCC2.NX,,
ENVEU.NX,,
ENVFN.AS,EN VIGEO FR 20 NR,AMS
RNO3L.PA,RNO3L INDEX,PAR
PTCG.LS,PSI CONSUMER GOODS,LIS
INC8R.PA,,
31562003.SG,,
FLFQVVF.FGI,FTSE LA Q/V/V FCTR,FGI
INCRN.NX,,
INIGE.PA,,
INUKX.PA,HSBC ETFs UKX INAV,PAR
INRIO.NX,,
ICSBR.PA,CS ETF CSBR INAV,PAR
FRGRN.PA,,
ICACM.NX,,
INMEU.PA,LYXOR MEU INAV,PAR
INC2U.NX,,
PSISH.LS,PSI 20 SHORT,LIS
AEX3L.AS,AEX X3 LEVERAGE NR,AMS
PSIXB.LS,PSI 20 XBEAR,LIS
PTFIN.NX,,
FRUT.NX,,
INC5E.NX,,
AEX2S.NX,,
FREI.PA,,
INSYC.PA,EASYETF SYC INAV,PAR
BEFIN.BR,BEL FINANCIALS NR,BRU
INANX.NX,,
IGOVY.NX,,
INIME.NX,,
Q500.L,,
BNP2L.PA,BNP2L INDEX,PAR
Q00R.Z,STXAM6CHE USD P,ZRH
SX86EDQ.Z,,
INMTE.NX,,
AEXLV.AS,AEX LEVERAGE,AMS
SXQEDQ.Z,,
Q13.Z,STXE6XUKRTL USDP,ZRH
IISJP.AS,,
VIE5L.PA,VIE5L INDEX,PAR
IVAUS.NX,,
ESIEU.AS,ESI EXC EUROPE,AMS
ICSCA.NX,,
Q001.Z,STXAM6FIN EUR NR,ZRH
IJGBS.PA,,
ENG5L.NX,,
Q19.Z,ESTX P.H.GD. PR.USD,ZRH
INSP5.NX,,
INLVD.PA,LYXOR LVD INAV,PAR
INPSU.NX,,
INIDA.PA,,
QD79.DE,,
FRRS.PA,,
^NTUQVM,Northern Trust Quality Large Ca,NYS
INDAX.PA,LYXOR DAX INAV,PAR
INUS1.PA,AMUNDI US1 INAV,PAR
INX1G.PA,AMUNDI X1G INAV,PAR
NLSCG.AS,,
IPLMI.NX,,
AEXNL.AS,AEX LEVERAGE NR,AMS
Q6U.Z,ESTXTMLFI USD P,ZRH
NLFNG.NX,,
AEX2S.AS,AEX X2 SHORT GR,AMS
FRTEL.PA,CAC TELECOM.,PAR
INSU1.NX,,
Q010.Z,STXAM6TEL EUR P,ZRH
SXKEDQ.Z,,
INCAS.NX,,
PSI3S.NX,,
INDJM.PA,,
INMMS.NX,,
INWLD.PA,LYXOR WLD INAV,PAR
AEX3S.NX,,
Q005.Z,STXAM6F&B EUR NR,ZRH
IPHSI.NX,,
INNAA.PA,,
INCI1.NX,,
INC4S.NX,,
^SPQDXUUP,S&P Quality Developed Ex US Lar,SNP
^QEMM-EU,SPDR MSCI Emerging Markets Stra,NYSE
ICC1U.PA,AMUNDI CC1U INAV,PAR
INEUX.NX,,
Q6D.Z,ESTXTMGEI EUR NR,ZRH
IIESE.NX,,
INIPP.NX,,
BESCS.BR,,
SXOEDQ.Z,,
IPRUA.PA,,
I500U.PA,AMUNDI 500U INAV,PAR
ITELW.PA,LYXOR TELW INAV,PAR
CA10L.PA,CAC 40 X10 LEV NR,PAR
Q0Z.Z,ESTXCNS USD NR,ZRH
Q000.Z,STXAM6HEC USD NR,ZRH
50020500.MA,,
PSITL.LS,PSI TR LEVARAGE,LIS
INDL2.PA,ETFS DEL2 VLI,PAR
NLTCG.AS,AEX TECHNOLOGY GR,AMS
Q6Y.Z,ESTXTMNLI USD P,ZRH
IJGB2.PA,,
INAFS.NX,,
Q1C.Z,STXNDTMCNS EUR P,ZRH
SXTPDQ.Z,,
INDJS.PA,,
Q01U.Z,STXAM6P&H USD P,ZRH
CACEN.NX,,
AEXCC.NX,,
Q5F.Z,STXETMPEG EUR NR,ZRH
INPRV.NX,,
ISAUS.PA,ISHARES SAUS INAV,PAR
^SP500HQR,S&P 500 High Quality Rankings I,SNP
^CIISQUEP,Citi Quality Pure Europe Index,SNP
Q28.Z,ESTX TM TRAV.+LEIS.RE.USD,ZRH
BERS.NX,,
NLING.NX,,
Q015.Z,STX AM600 RETAIL RE USD,ZRH
INMUS.PA,HSBC MUS INAV,PAR
INMWO.NX,,
ITNOW.NX,,
BEINP.BR,BEL INDUSTRIALS,BRU
INIEM.PA,,
Q31.Z,STXETMGAW EUR NR,ZRH
PX4NR.NX,,
PAXNR.PA,CAC ALL SHARES NR,PAR
Q5E.Z,STXE TM PERS.GODDS PR USD,ZRH
INETB.NX,,
BEHCP.BR,BEL HEALTH CARE,BRU
INLTM.PA,LYXOR LTM INAV,PAR
IIUES.NX,,
IBTPL.NX,,
IERNE.PA,ISHARES ERNE INAV,PAR
INEAG.NX,,
^QEMM-SO,SPDR MSCI Emerging Markets Stra,NYSE
IPBSX.PA,,
IMA57.PA,LYXOR MA57 INAV,PAR
Q09I.Z,STXAM6UTI USD P,ZRH
BIOTK.NX,,
IIGSG.NX,,
Q01K.Z,STX AM600 MEDIA PR USD,ZRH
IVEUR.NX,,
IEWLD.NX,,
Q4R.Z,STXETMLSG EUR NR,ZRH
INC2U.PA,AMUNDI C2U INAV,PAR
CALRG.NX,,
CAC7S.PA,CAC 40 X7 SHORT GR,PAR
Q7S.Z,STXETMGER USD P,ZRH
IA250.NX,,
IAWWF.PA,AMUNDI NDXH INAV,PAR
ICBE7.NX,,
INCEM.NX,,
CACLG.NX,,
NLCS.NX,,
ENVFG.AS,EN VIGEO FR 20 GR,AMS
ENVEG.NX,,
VFTSE.NX,,
INCSH.NX,,
CACCC.PA,CAC 40 CVRD CALL,PAR
INUS1.NX,,
INCS1.NX,,
IHLTU.PA,,
PTHC.NX,,
ENVEU.AS,EN VIGEO EU 120,AMS
INCG9.NX,,
INRGU.NX,,
PX1NR.PA,CAC 40 NR,PAR
BEBEP.BR,,
Q26.Z,ESTX TM TRAV.+LEIS.PR.USD,ZRH
^QAUTO,NASDAQ OMX Global Automobile,
INLVC.PA,LYXOR LVC INAV,PAR
I500H.PA,AMUNDI 500H INAV,PAR
IIUES.PA,,
INTNO.PA,LYXOR TNO INAV,PAR
^NTIQDDY,Northern Trust International Qu,NYS
Q008.Z,STXAM6HEC USD P,ZRH
NLTHF.NX,,
INETX.PA,EASYETF ETX INAV,PAR
INPSU.PA,PWSHARES PSU INAV,PAR
INABI.PA,,
INCI5.NX,,
Q4K.Z,STXETMINM EUR P,ZRH
IPUSA.NX,,
IAASU.NX,,
IIJPE.NX,,
CAEXT.NX,,
IBTPL.PA,LYXOR BTPL INAV,PAR
NLHCG.NX,,
Q10.Z,STXE6XUKP&H EURNR,ZRH
INMTE.PA,LYXOR MTE INAV,PAR
NLRSG.NX,,
AEX6S.NX,,
31562005.SG,,
IC4EW.NX,,
Q2Z.Z,STXE EXUK TM P+H.G.RE EUR,ZRH
Q3P.Z,STXNDTMP&H EURNR,ZRH
IEBXX.PA,LYXOR EBXX INAV,PAR
IWLDR.NX,,
IEMBD.PA,LYXOR EMBD INAV,PAR
^SGEPQBU,SGI US Quality Index,SNP
AELRN.NX,,
Q4S.Z,STXETMLSG USD NR,ZRH
Q3C.Z,ESTX TM PERS.+H.G. RE.USD,ZRH
ICODW.NX,,
INDRI.PA,,
INZ4S.NX,,
31562009.SG,,
AELRN.AS,AEX LOW RISK NR,AMS
INBTM.NX,,
FRBEV.PA,,
BEMEP.BR,,
FRINT.PA,,
ICUKL.PA,CS ETF CUKL INAV,PAR
INLTA.PA,,
IPDJE.PA,LYXOR PDJE INAV,PAR
INPEU.NX,,
IN100.NX,,
CACXB.PA,CAC 40 XBEAR GR,PAR
ENVBG.AS,EN VIGEO BNL 20 GR,AMS
INUS3.PA,AMUNDI US3 INAV,PAR
^NTGQRETR,Northern Trust Global Quality R,NYS
INBSX.NX,,
RNO5L.NX,,
INBOT.PA,LYXOR BOT INAV,PAR
ICSPX.NX,,
INBRI.PA,,
QD7A.DE,,
GLE3L.NX,,
ENVFG.NX,,
INIBI.PA,,
CACIN.PA,,
INC6E.PA,AMUNDI C6E INAV,PAR
INMWO.PA,LYXOR MWO INAV,PAR
PTCMP.NX,,
ICUKL.NX,,
QBFX-EUR.VI,,
IMEMU.NX,,
QD74.DE,INAVDBLEVDAXDGB,GER
IDSUK.NX,,
UG3L.NX,,
ICSIA.NX,,
INEEV.PA,,
Q7J.Z,ESTXTMSWS USD P,ZRH
FRTEN.NX,,
ICMIB.PA,CS ETF CMIB INAV,PAR
ICUSS.PA,CS ETF CUSS INAV,PAR
NLSCS.NX,,
Q40.Z,STXETMMIN USD NR,ZRH
CAC4S.NX,,
FRCS.NX,,
BELLV.BR,BEL 20 LEVERAGE,BRU
IIFRB.PA,,
SX6EDQ.Z,,
SXREDQ.Z,,
Q4D.Z,STXE TM H.C.EQU+SE.RE EUR,ZRH
IPRIO.NX,,
INBSX.PA,LYXOR BSX INAV,PAR
IEGEB.NX,,
INIDA.NX,,
BETEP.NX,,
INC3M.NX,,
UG5L.NX,,
INESM.PA,AMUNDI ESM INAV,PAR
Q35.Z,STXETMGEF EUR NR,ZRH
Q01Q.Z,STXAM6O&G EUR NR,ZRH
IEEA.PA,EASYETF EEA INAV,PAR
FRTCN.NX,,
Q2S.Z,STXETMRTL USDNR,ZRH
INBX4.NX,,
